act_id,struct_id,target_id,target_name,target_class,accession,gene,swissprot,act_value,act_type,act_comment,act_source,relation,moa,moa_source,act_source_url,moa_source_url,action_type,first_in_class,tdl,act_ref_id,moa_ref_id,organism
180875,738,399,"Carbonic anhydrase 5B, mitochondrial",Enzyme,Q9Y2D0,CA5B,CAH5B_HUMAN,5.28,Ki,Inhibition of human carbonic anhydrase 5B by stopped flow CO2 hydration assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
26310,228,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,6.9,Ki,,IUPHAR,=,,,,,AGONIST,,Tclin,,,Homo sapiens
215715,1971,83,D(2) dopamine receptor,GPCR,P14416,DRD2,DRD2_HUMAN,5.59,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
36192,1659,470,Cytochrome P450 2C19,Enzyme,P33261,CYP2C19,CP2CJ_HUMAN,5.699,IC50,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
164722,1353,106,Alpha-1A adrenergic receptor,GPCR,P35348,ADRA1A,ADA1A_HUMAN,7.9,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
189171,5006,327,P2Y purinoceptor 12,GPCR,Q9H244,P2RY12,P2Y12_HUMAN,8.627,IC50,cAMP accumulation in HORK3-expressing cells,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/11502873,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/204958lbl.pdf,ANTAGONIST,,Tclin,364.0,365.0,Homo sapiens
204306,2870,77,Gamma-aminobutyric acid receptor subunit alpha-2,Ion channel,P47869,GABRA2,GBRA2_HUMAN,6.39,Ki,Displacement of [3H]Ro-151788 from benzodiazepine binding site of GABAA alpha-2-beta-2-gamma-2 receptor expressed in HEK293T cells,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
223528,5353,746,Cytoplasmic tyrosine-protein kinase BMX,Kinase,P51813,BMX,BMX_HUMAN,8.27,IC50,Inhibition of full-length N-terminal GST-tagged BMX (1 to 675 residues) (unknown origin) expressed in Sf21 insect cells using NH2-ETVYSEVRK-biotin as substrate preincubated for 1 hr followed by ATP addition and measured after 2 hrs by ELISA,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
183060,2034,1769,Kappa-type opioid receptor,GPCR,P41144,OPRK1,OPRK_CAVPO,7.24,Ki,Displacement of [3H]U69593 from kappa opioid receptor in guinea pig cerebellum homogenate by scintillation counting,CHEMBL,=,,,,,,,,,,Cavia porcellus
164383,816,155,Gamma-aminobutyric acid receptor subunit rho-2,Ion channel,P28476,GABRR2,GBRR2_HUMAN,,,,WOMBAT-PK,,,,,,,,Tbio,,,Homo sapiens
33714,176,988,Androgen receptor,Transcription factor,P15207,Ar,ANDR_RAT,4.55,Ki,DRUGMATRIX: Androgen (Testosterone) AR radioligand binding (ligand: [3H] Mibolerone),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
163175,2546,56,Prostaglandin G/H synthase 2,Enzyme,P35354,PTGS2,PGH2_HUMAN,5.06,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL253765,INHIBITOR,,Tclin,,,Homo sapiens
185414,2544,714,Protein kinase C alpha type,Kinase,P17252,PRKCA,KPCA_HUMAN,5.22,Kd,Average Binding Constant for PRKACA; NA=Not Active at 10 uM,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
217262,4508,106,Alpha-1A adrenergic receptor,GPCR,P35348,ADRA1A,ADA1A_HUMAN,5.0,Ki,,IUPHAR,=,,,,,AGONIST,,Tclin,,,Homo sapiens
95743,1795,2525,Interleukin-1 receptor type 1,Membrane receptor,P14778,IL1R1,IL1R1_HUMAN,6.52,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
220897,4143,5548,Protease,Unclassified,Q9YQ30,HIV-1 protease,Q9YQ30_9PLVG,10.82,Ki,Inhibition of HIV1 recombinant protease L10I/I15V/E35D/N37S/R41K/I62V/L63P/A71V/G73S/L90M mutant expressed in Escherichia coli by spectrophotometric assay,CHEMBL,=,,,,,,,,,,Human immunodeficiency virus
164201,2172,219,Calmodulin,Cytosolic other,P0DP23|P0DP24|P0DP25,CALM1|CALM2|CALM3,CALM1_HUMAN|CALM2_HUMAN|CALM3_HUMAN,5.222,IC50,,WOMBAT-PK,=,,,,,,,Tclin|Tclin|Tclin,,,Homo sapiens
187652,4178,544,Macrophage colony-stimulating factor 1 receptor,Kinase,P07333,CSF1R,CSF1R_HUMAN,5.92,Kd,Binding constant for CSF1R kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
181771,2492,3553,Beta-lactamase 1,Enzyme,P00809,blaY,BLAC_BACCE,4.6,IC50,Inhibition of Beta-lactamase of Bacillus cereus (class A enzyme) without pre-incubation,CHEMBL,=,,,,,,,,,,Bacillus cereus
221832,5280,898,Ephrin type-A receptor 7,Kinase,Q15375,EPHA7,EPHA7_HUMAN,7.41,Kd,Binding constant for EPHA7 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
181417,835,2854,Adrenergic receptor alpha-1,GPCR,P15823|P23944|P43140,Adra1b|Adra1d|Adra1a,ADA1B_RAT|ADA1D_RAT|ADA1A_RAT,8.3,Ki,Tested for Binding affinity towards alpha-1 adrenergic receptor,CHEMBL,=,,,,,,,,,,Rattus norvegicus
182616,1640,98,Sodium-dependent serotonin transporter,Transporter,P31645,SLC6A4,SC6A4_HUMAN,7.3,Ki,Displacement of [125I]- RTI-55 from Serotonin transporter expressed in HEK cells,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL781,INHIBITOR,,Tclin,,,Homo sapiens
33981,333,1721,Membrane-associated progesterone receptor component 1,Membrane receptor,P70580,Pgrmc1,PGRC1_RAT,6.951,Ki,DRUGMATRIX: Sigma2 radioligand binding (ligand: [3H] Ifenprodil),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
189037,4903,2358,Mitogen-activated protein kinase kinase kinase 19,Kinase,Q56UN5,MAP3K19,M3K19_HUMAN,8.28,Kd,Binding constant for YSK4 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
215700,1150,114,Muscarinic acetylcholine receptor M2,GPCR,P08172,CHRM2,ACM2_HUMAN,5.726,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
218135,5280,715,Tyrosine-protein kinase SYK,Kinase,P43405,SYK,KSYK_HUMAN,7.387,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://doi.org/10.1124/jpet.106.109058,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209299lbl.pdf,INHIBITOR,1.0,Tclin,2311.0,2310.0,Homo sapiens
162394,138,493,Prostaglandin E2 receptor EP2 subtype,GPCR,P43116,PTGER2,PE2R2_HUMAN,8.0,EC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL495,AGONIST,,Tclin,,,Homo sapiens
187014,1328,859,Induced myeloid leukemia cell differentiation protein Mcl-1,Cytosolic other,Q07820,MCL1,MCL1_HUMAN,6.74,Ki,Displacement of FAM-Bid from human Mcl1 by FP assay,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
218868,5347,2142,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Kinase,P42336,PIK3CA,PK3CA_HUMAN,5.41,Kd,Binding constant for PIK3CA(H1047L) kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
223569,4183,2534,Cytochrome P450 1B1,Enzyme,Q16678,CYP1B1,CP1B1_HUMAN,4.23,IC50,Inhibition of human CYP1B1 using 7-ethyl-O-resorufin as substrate incubated for 30 mins in presence of NADPH by EROD assay,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
215613,1890,103,5-hydroxytryptamine receptor 2C,GPCR,P28335,HTR2C,5HT2C_HUMAN,7.143,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
185645,522,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,6.46,IC50,Inhibitory concentration against IKr potassium channel,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
223764,5728,679,Tyrosine-protein kinase JAK1,Kinase,P23458,JAK1,JAK1_HUMAN,5.79,IC50,At 1 mM ATP.,IUPHAR,=,,,,,INHIBITOR,,Tclin,,,Homo sapiens
217003,645,3593,Histamine H2 receptor,GPCR,P25102,Hrh2,HRH2_RAT,5.9,Ki,,IUPHAR,=,,,,,ANTAGONIST,,,,,Rattus norvegicus
187342,3482,202,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,,,Mechanism of Action; CHEMBL206; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201477,AGONIST,,Tclin,,,Homo sapiens
217752,5231,883,Cyclin-G-associated kinase,Kinase,O14976,GAK,GAK_HUMAN,6.42,Kd,Binding constant for GAK kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
222574,4938,2220,Mitogen-activated protein kinase kinase kinase kinase 3,Kinase,Q8IVH8,MAP4K3,M4K3_HUMAN,5.49,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
188964,4903,914,Calcium/calmodulin-dependent protein kinase kinase 1,Kinase,Q8N5S9,CAMKK1,KKCC1_HUMAN,6.2,Kd,Binding constant for CAMKK1 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
163463,722,91,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,5.2,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
217288,5046,1729,Dual specificity mitogen-activated protein kinase kinase 2,Kinase,P36507,MAP2K2,MP2K2_HUMAN,6.7,IC50,,IUPHAR,=,,,,,ALLOSTERIC MODULATOR,,Tclin,,,Homo sapiens
219353,3927,183,Mineralocorticoid receptor,Nuclear hormone receptor,P08235,NR3C2,MCR_HUMAN,6.44,IC50,Binding affinity to MR (unknown origin),CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
224130,258,191,ATP-binding cassette sub-family G member 2,Transporter,Q9UNQ0,ABCG2,ABCG2_HUMAN,6.64,IC50,Inhibition of ABCG2 (unknown origin) expressed in human HEK293 cells membrane vesicles assessed inhibition of BCRP- mediated transport of 3[H]-E1S for 1 to 5 mins using [3H]-estrone sulfate as substrate by rapid filtration technique,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
217640,4945,1848,Gastrin/cholecystokinin type B receptor,GPCR,P56481,Cckbr,GASR_MOUSE,9.52,IC50,Evaluated for inhibition of cholecystokinin type B receptor by displacing [125I]-Bolton hunter CCK-8 radioligand in the mouse cerebral cortex,CHEMBL,=,,,,,,,,,,Mus musculus
180774,2153,882,Beta-secretase 1,Enzyme,P56817,BACE1,BACE1_HUMAN,4.44,IC50,Inhibition of human recombinant BACE1 after 60 mins by FRET assay,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
37337,2350,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,6.102,Ki,DRUGMATRIX: Dopamine D3 radioligand binding (ligand: [3H] Spiperone),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
166023,1942,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,4.638,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
164436,3584,132,Alpha-2C adrenergic receptor,GPCR,P18825,ADRA2C,ADA2C_HUMAN,6.88,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
183167,3514,605,Serine/threonine-protein kinase pim-1,Kinase,P11309,PIM1,PIM1_HUMAN,7.6,Kd,Binding affinity to non phosphorylated PIM1,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
183101,3514,88,Urokinase-type plasminogen activator,Enzyme,P00749,PLAU,UROK_HUMAN,4.92,IC50,Inhibition of urokinase amidolytic activity (unknown origin),CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
188929,4903,2181,Casein kinase II subunit alpha',Kinase,P19784,CSNK2A2,CSK22_HUMAN,6.05,Kd,Binding constant for CSNK2A2 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
185223,2544,871,Dual specificity protein kinase CLK2,Kinase,P49760,CLK2,CLK2_HUMAN,7.7,Kd,Binding constant for CLK2 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
216464,1310,1204,Glutamate receptor 2,Ion channel,P19491,Gria2,GRIA2_RAT,6.55,Ki,,CHEMBL,=,,,,,,,,,,Rattus norvegicus
216983,343,3975,Prostacyclin receptor,GPCR,P43252,Ptgir,PI2R_MOUSE,7.8,Ki,,IUPHAR,=,,,,,AGONIST,,,,,Mus musculus
187127,119,779,Renin,Enzyme,Q6DLS0,REN,RENI_MACFA,8.1,IC50,Inhibition of cynomolgus monkey plasma renin activity after 60 mins by competitive RIA,CHEMBL,=,,,,,,,,,,Macaca fascicularis
142097,4898,417,Substance-P receptor,GPCR,P25103,TACR1,NK1R_HUMAN,9.022,Ki,displacement of [3H]-labelled substance P from cloned human receptor expressed in CHO cells,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/16332435,https://pubmed.ncbi.nlm.nih.gov/16332435,ANTAGONIST,,Tclin,47.0,47.0,Homo sapiens
221737,464,5998,Vitamin D3 receptor,Nuclear hormone receptor,P48281,Vdr,VDR_MOUSE,6.22,EC50,Activation of VDR in mouse ASZ001 cells assessed as change in Cyp24A1 mRNA expression after 48 hrs by q-PCR analysis,CHEMBL,=,,,,,,,,,,Mus musculus
183540,2279,1145,"Fatty acid-binding protein, liver",Unclassified,P02692,Fabp1,FABPL_RAT,7.57,Ki,Displacement of 1-anilinonaphthalene-8-sulphonic acid from rat recombinant L-FABP high binding affinity site expressed in Escherichia coli BL21 by competitive fluorescence displacement assay,CHEMBL,=,,,,,,,,,,Rattus norvegicus
33692,176,117,Muscarinic acetylcholine receptor M5,GPCR,P08912,CHRM5,ACM5_HUMAN,5.968,Ki,DRUGMATRIX: Muscarinic M5 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
216003,3535,3818,Neuraminidase,Enzyme,P03469,,NRAM_I77AB,4.02,IC50,,CHEMBL,=,,,,,,,,,,Influenza A virus (strain A/USSR/90/1977 H1N1)
181431,2621,2751,Tubulin,Structural,F1L005|F1L4P8|F1L5G6|F1L7U3|F1L7Y0|F1L8A5|F1LCS0,,F1L005_ASCSU|F1L4P8_ASCSU|F1L5G6_ASCSU|F1L7U3_ASCSU|F1L7Y0_ASCSU|F1L8A5_ASCSU|F1LCS0_ASCSU,,,Mechanism of Action; CHEMBL2364705; PROTEIN COMPLEX GROUP,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL625,INHIBITOR,,,,,Ascaris suum
188594,4618,2076,Prostaglandin G/H synthase 1,Enzyme,O62664,PTGS1,PGH1_BOVIN,4.03,IC50,Inhibition of bovine COX1-mediated prostaglandin biosynthesis using [1-14C]arachidonic acid,CHEMBL,=,,,,,,,,,,Bos taurus
218461,5313,4388,transthyretin (TTR) mRNA,RNA,P02766,TTR,TTHY_HUMAN,,,Mechanism of Action,UNKNOWN,,1.0,DRUG LABEL,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210922s000lbl.pdf,ANTISENSE INHIBITOR,,Tclin,,2570.0,Homo sapiens
216594,395,172,Alpha-1B adrenergic receptor,GPCR,P35368,ADRA1B,ADA1B_HUMAN,5.27,Ki,,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
26083,1613,110,Histamine H1 receptor,GPCR,P35367,HRH1,HRH1_HUMAN,8.2,Ki,,IUPHAR,=,,,,,ANTAGONIST,,Tclin,,,Homo sapiens
218881,5347,2261,Tyrosine-protein kinase Srms,Kinase,Q9H3Y6,SRMS,SRMS_HUMAN,5.3,Kd,Binding constant for SRMS kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
216189,829,1834,Glucocorticoid receptor,Transcription factor,P06536,Nr3c1,GCR_RAT,7.66,IC50,,CHEMBL,=,,,,,,,,,,Rattus norvegicus
164272,1634,191,ATP-binding cassette sub-family G member 2,Transporter,Q9UNQ0,ABCG2,ABCG2_HUMAN,,,,WOMBAT-PK,,,,,,,,Tchem,,,Homo sapiens
25448,158,952,Acid-sensing ion channel 2,Ion channel,Q16515,ASIC2,ASIC2_HUMAN,4.6,IC50,,IUPHAR,=,,,,,BLOCKER,,Tbio,,,Homo sapiens
183083,2579,245,5-hydroxytryptamine receptor 4,GPCR,Q13639,HTR4,5HT4R_HUMAN,8.4,Ki,Binding affinity at 5HT4 receptor,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL76370,PARTIAL AGONIST,,Tclin,,,Homo sapiens
35653,1200,115,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.504,Ki,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
163870,398,1781,Dihydrofolate reductase,Enzyme,P0ABQ4,folA,DYR_ECOLI,8.18,Ki,,WOMBAT-PK,=,,,,,,,,,,Escherichia coli (strain K12)
218179,5302,894,Activated CDC42 kinase 1,Kinase,Q07912,TNK2,ACK1_HUMAN,7.77,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/25733882,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210868s000lbl.pdf,INHIBITOR,,Tclin,2538.0,2535.0,Homo sapiens
182962,972,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,8.22,Ki,Inhibition of human NET,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1175,INHIBITOR,,Tclin,,,Homo sapiens
183549,2279,2014,C-8 sterol isomerase,Enzyme,P32352,ERG2,ERG2_YEAST,5.35,Ki,Affinity for ERG2 of Saccharomyces cerevisiae using [3H]ifenprodil or (+)-[3H]pentazocine radioligand,CHEMBL,=,,,,,,,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
219106,4006,102,5-hydroxytryptamine receptor 2B,GPCR,P41595,HTR2B,5HT2B_HUMAN,9.0,EC50,Agonist activity at recombinant human 5HT2B receptor expressed in Flp-In-293 cells assessed as calcium flux by FLIPR assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
186625,2351,102,5-hydroxytryptamine receptor 2B,GPCR,P41595,HTR2B,5HT2B_HUMAN,7.16,Ki,Displacement of [3H]LSD from human cloned 5HT2B receptor expressed in CHO cells by liquid scintillation counting,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
216412,673,1749,5-hydroxytryptamine receptor 1A,GPCR,P19327,Htr1a,5HT1A_RAT,5.58,IC50,,CHEMBL,=,,,,,,,,,,Rattus norvegicus
182995,594,1793,Acetylcholinesterase,Enzyme,O42275,ache,ACES_ELEEL,4.3,Ki,Inhibition of Electrophorus electricus (electric eel) acetylcholinesterase (AChE) assessed as inhibition of ATCh hydrolysis by Ellman method,CHEMBL,=,,,,,,,,,,Electrophorus electricus
182246,3486,3558,Beta-2 adrenergic receptor,GPCR,P18762,Adrb2,ADRB2_MOUSE,4.87,Ki,Ki value was determined by accumulation of c-AMP in S-49 mouse lymphoma cells (Beta2).,CHEMBL,=,,,,,,,,,,Mus musculus
163623,723,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,5.14,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
216640,888,1732,Alpha-1A adrenergic receptor,GPCR,P43140,Adra1a,ADA1A_RAT,8.3,IC50,,CHEMBL,=,,,,,,,,,,Rattus norvegicus
163779,997,2731,GABA-A receptor alpha-1/beta-2/gamma-2,Ion channel,P14867|P18507|P47870,GABRA1|GABRG2|GABRB2,GBRA1_HUMAN|GBRG2_HUMAN|GBRB2_HUMAN,7.301,IC50,,WOMBAT-PK,=,,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
183433,3493,3586,Acrosin,Enzyme,P08001,ACR,ACRO_PIG,5.46,Ki,Reversible competitive inhibition of boar spermatozoa acrosin using BzArgOEt as substrate by Dixon plot analysis,CHEMBL,=,,,,,,,,,,Sus scrofa
187569,4178,382,Tyrosine-protein kinase ABL1,Kinase,P00519,ABL1,ABL1_HUMAN,8.05,Kd,Binding constant for ABL1(Y253F)-phosphorylated kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
186358,2459,2310,Tyrosine-protein kinase ABL1,Kinase,P00520,Abl1,ABL1_MOUSE,6.65,IC50,Inhibition of mouse recombinant N-terminal His6-tagged Abl by radiometric kinase assay,CHEMBL,=,,,,,,,,,,Mus musculus
37937,2728,369,Caspase-1,Enzyme,P29466,CASP1,CASP1_HUMAN,5.436,IC50,"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
218059,2977,4129,"1,3-beta-D-glucan synthase catalytic subunit",Unclassified,O13383,CaFKS1,O13383_CANAX,9.62,IC50,"Inhibition of wild type Candida albicans MY1055 1,3-beta-D-glucan synthase using UDP[6,3H]-glucose as substrate after 60 mins by liquid scintillation counting analysis",CHEMBL,=,,,,,,,,,,Candida albicans
33702,176,176,Kappa-type opioid receptor,GPCR,P41145,OPRK1,OPRK_HUMAN,5.176,Ki,"DRUGMATRIX: Opiate kappa (OP2, KOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
185597,3531,559,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Enzyme,Q08499,PDE4D,PDE4D_HUMAN,9.57,IC50,Inhibition of human PDE4D3 assessed as inhibition of [3H]cAMP hydrolysis to [3H]AMP after 15 mins by scintillation proximity assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
221866,4801,1950,Cyclin-dependent kinase 6,Kinase,Q00534,CDK6,CDK6_HUMAN,6.5,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
170597,1797,3273,Cation channel sperm-associated protein 4,Ion channel,Q7RTX7,CATSPER4,CTSR4_HUMAN,4.5,IC50,"Patch clamp electrophysiology, kinetic rapid mixing fluometry.",IUPHAR,=,,,,,BLOCKER,,Tchem,,,Homo sapiens
218891,5347,736,Ephrin type-A receptor 8,Kinase,P29322,EPHA8,EPHA8_HUMAN,5.11,Kd,Binding constant for EPHA8 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
224058,4947,191,ATP-binding cassette sub-family G member 2,Transporter,Q9UNQ0,ABCG2,ABCG2_HUMAN,4.96,IC50,Inhibition of ABCG2 (unknown origin) expressed in human HEK293 cells membrane vesicles assessed inhibition of BCRP- mediated transport of 3[H]-E1S for 1 mins using [3H]-estrone sulfate as substrate by liquid scintillation counter analysis,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
184955,1175,2877,Phosphodiesterase 7,Enzyme,Q13946|Q9NP56,PDE7A|PDE7B,PDE7A_HUMAN|PDE7B_HUMAN,,,Mechanism of Action; CHEMBL2111411; PROTEIN FAMILY,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200875,INHIBITOR,,Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
185283,2544,823,Ephrin type-A receptor 6,Kinase,Q9UF33,EPHA6,EPHA6_HUMAN,6.02,Kd,Binding constant for EPHA6 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
220101,5405,5012,High affinity immunoglobulin gamma Fc receptor I,Membrane receptor,P12314,FCGR1A,FCGR1_HUMAN,8.15,Kd,Fc-receptor binding,DRUG LABEL,=,1.0,DRUG LABEL,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761158Orig1s000MultidisciplineR.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761158Orig1s000MultidisciplineR.pdf,BINDING AGENT,,Tchem,2922.0,2922.0,Homo sapiens
223526,785,186,Transthyretin,Secreted,P02766,TTR,TTHY_HUMAN,5.51,Kd,Binding affinity to TTR V3OM mutant (unknown origin) expressed in Escherichia coli incubated for 60 mins by tryptophan intrinsic fluorescence method,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
164046,1599,316,"Glutamate receptor ionotropic, NMDA 2C",Ion channel,Q14957,GRIN2C,NMDE3_HUMAN,,,,WOMBAT-PK,,,,,,,,Tclin,,,Homo sapiens
217707,5231,2164,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,Kinase,P78356,PIP4K2B,PI42B_HUMAN,6.57,Kd,Binding constant for full-length PIP5K2B,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
223964,1384,512,"Aspartate aminotransferase, cytoplasmic",Enzyme,P17174,GOT1,AATC_HUMAN,4.83,Ki,Noncompetitive inhibition of GOT1 (unknown origin) using aspartic acid as substrate assessed as inhibition constant by Michaelis-Menten equation based kinetic analysis,CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
187334,2646,667,Bile acid receptor,Nuclear hormone receptor,Q96RI1,NR1H4,NR1H4_HUMAN,5.1,IC50,Antagonist activity at human GTS-tagged FXR after 20 mins by TR-FRET assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
188529,4454,203,Androgen receptor,Nuclear hormone receptor,P10275,AR,ANDR_HUMAN,,,Mechanism of Action; CHEMBL1871; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201101,AGONIST,,Tclin,,,Homo sapiens
220460,5459,669,Fibroblast growth factor receptor 3,Kinase,P22607,FGFR3,FGFR3_HUMAN,8.7,,,DRUG LABEL,=,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214622s000lbl.pdf,,INHIBITOR,,Tclin,3223.0,,Homo sapiens
37124,2284,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,6.9,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
215439,1663,314,Aldose reductase,Enzyme,P15121,AKR1B1,ALDR_HUMAN,4.11,IC50,,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
216672,403,1732,Alpha-1A adrenergic receptor,GPCR,P43140,Adra1a,ADA1A_RAT,8.16,IC50,,CHEMBL,=,,,,,,,,,,Rattus norvegicus
