id,descr,category,keyword
KW-0877,Protein for which at least two isoforms exist due to the alternative usage of promoters.,Coding sequence diversity,Alternative promoter usage
KW-0764,"Protein involved in the translocation of sulfate, or sulfate-containing compounds, such as thiosulfate, across a biological membrane.",Biological process,Sulfate transport
KW-0572,"Protein that is covalently anchored to the peptidoglycan of a cell wall envelope. In Gram-positive bacteria, binding proceeds through a transpeptidation mechanism which requires a C-terminal sorting signal with a conserved LPXTG or LPXAG motif; an amide bond is created between the alpha-carboxyl group of the conserved threonine, alternatively alanine, and the amino group of peptidoglycan cross-bridges. In Gram-negative bacteria, binding proceeds through the formation of an isopeptide bond between the epsilon-amino group of a lysine and the alpha-carboxyl group of a peptidoglycan diaminopimelic acid.",PTM,Peptidoglycan-anchor
KW-0681,"Protein found in the retina or, in the case of bacteriorhodopsin, in the purple membrane of halobacteria, and which acts as a photoreceptor and which binds a retinal chromophore.",Molecular function,Retinal protein
KW-0432,Protein involved in the synthesis of the hydrophobic amino acid leucine.,Biological process,Leucine biosynthesis
KW-0864,Protein involved in the transport of zinc.,Biological process,Zinc transport
KW-0993,"Protein which, if defective, causes aortic aneurysm. Aortic aneurysm is the dilation of the wall of the aorta. It forms a sac that is filled with fluid or clotted blood, often resulting in a pulsating tumor. Aortic aneurysms are classified by their location on the aorta.",Disease,Aortic aneurysm
KW-0199,"Protein which, if defective, causes cystinuria (CSNU), an autosomal recessive condition of persistent excessive urinary excretion of cystine and three other dibasic amino acids: lysine, ornithine, and arginine. CSNU arises from impaired reabsorption of these amino acids through the epithelial cells of the renal tubule and gastrointestinal tract. It is characterized by cystine stones in the kidney, ureter and bladder. Three clinical types of cystinuria have been described: cystinuria type-I (CSNU1), type-II (CSNU2) and type-III (CSNU3).",Disease,Cystinuria
KW-0140,"Protein whose function is cGMP-dependent or which catalyzes its hydrolysis. cGMP is the abbreviation for cyclic GMP, guanosine 3',5'-cyclic monophosphate. It acts as a second messenger.",Ligand,cGMP
KW-0521,"Enzymes which use NADP(H) as an electron acceptor or as a cofactor. Nicotinamide adenine dinucleotide phosphate, a redox coenzyme that participates in a variety of enzymatic reactions in which it serves as an electron carrier by being alternately oxidized (NADP+) and reduced (NADPH). Analogue of NAD, but NADPH is used extensively in biosynthetic, rather than catabolic pathways as well as in photosynthesis.",Ligand,NADP
KW-0445,"Protein involved in the transport of lipids, a diverse class of compounds which are insoluble in water but soluble in organic solvents. They include fats, oils, triacylglycerols, fatty acids, glycolipids, phospholipids and steroids.",Biological process,Lipid transport
KW-0816,"Protein involved in the tricarboxylic acid cycle, a series of metabolic reactions in aerobic cellular respiration, which occurs in the mitochondria of animals and plants and in which acetyl-CoA, formed from pyruvate produced during glycolysis, is completely oxidized to CO2 via the interconversion of various carboxylic acids. It results in the reduction of NAD and FAD to NADH and FADH2, whose reducing power is then used indirectly in the synthesis of ATP by oxidative phosphorylation. The TCA cycle also provides intermediates for many other biosynthetic processes.",Biological process,Tricarboxylic acid cycle
KW-0842,"Protein component of the viral occlusion body, a crystalline protein matrix which surrounds the nucleocapsids of some insect viruses (baculoviridae, entomopoxvirinae, cypovirus). Viral occlusion bodies are produced either in the nucleus (baculoviridae) or in the cytoplasm (poxvirinae and cypovirus) of the infected cells and confer resistance to adverse environmental conditions on viruses. They are made from polyhedrin (nucleopolyhedrovirus, cypovirus), granulin (granulovirus), spheroidin and spherulin (entomopox-virinae) and are dissolved by the alkaline pH of the insect gut, thus resulting in the release of infectious virus particles.",Cellular component,Viral occlusion body
KW-0137,Protein which binds centromeres or which is required for the assembly and movement of centromeres. Centromeres are the regions of replicated eukaryotic chromosomes where the two chromatids are joined together.,Cellular component,Centromere
KW-0660,Protein involved in the biosynthesis of purine nucleotides from free purines salvaged from their catabolism. This process is less expensive energetically and exerts feedback control on the de novo synthesis.,Biological process,Purine salvage
KW-0643,"Protein involved in the biosynthesis of prostaglandins. Prostaglandins are fatty acids composed of 20 carbons with a substituted cyclopentane ring. There are four major classes of prostaglandin, which differ in the position of the double bonds and/or the oxygen substituents on the ring: PGA, PGB, PGE, and PGF. They are found in many mammalian tissues.",Biological process,Prostaglandin biosynthesis
KW-1060,"Protein which, if defective, causes myofibrillar myopathy, a group of morphologically homogeneous, but genetically heterogeneous neuromuscular disorders. The morphologic changes in skeletal muscle result from disintegration of the sarcomeric Z disc and the myofibrils, followed by abnormal ectopic accumulation of multiple proteins involved in the structure of the Z disc. Clinical manifestations are variable and can involve the skeletal, cardiac and smooth muscle.",Disease,Myofibrillar myopathy
KW-0616,"Protein involved in plasmid partition, the process whereby newly replicated plasmids are distributed properly to daughter cells during cell division.",Biological process,Plasmid partition
KW-0085,"Protein which affects the behavior, the action or reaction, of an organism to a stimulus or situation.",Biological process,Behavior
