id,code,chemical_substance,l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,l4_code,l4_name,chemical_substance_count
1455,C09DX01,"valsartan, amlodipine and hydrochlorothiazide",C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",3
961,C01CA01,etilefrine,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic agents,1
2257,H02AB02,dexamethasone,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AB,Glucocorticoids,1
1612,D02BB02,afamelanotide,D,DERMATOLOGICALS,D02,EMOLLIENTS AND PROTECTIVES,D02B,PROTECTIVES AGAINST UV-RADIATION,D02BB,Protectives against UV-radiation for systemic use,1
2974,L01EA03,nilotinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EA,BCR-ABL tyrosine kinase inhibitors,1
3084,L01FX05,brentuximab vedotin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,1
5368,V10XX01,sodium phosphate (32P),V,VARIOUS,V10,THERAPEUTIC RADIOPHARMACEUTICALS,V10X,OTHER THERAPEUTIC RADIOPHARMACEUTICALS,V10XX,Various therapeutic radiopharmaceuticals,1
3450,M02AA11,bendazac,M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",1
3539,M05BA03,pamidronic acid,M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,1
2022,G02CX05,bremelanotide,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CX,Other gynecologicals,1
1870,D10AD54,"isotretinoin, combinations",D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AD,Retinoids for topical use in acne,1
5017,S02AA13,miconazole,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
579,A12BA51,"potassium chloride, combinations",A,ALIMENTARY TRACT AND METABOLISM,A12,MINERAL SUPPLEMENTS,A12B,POTASSIUM,A12BA,Potassium,1
3720,N02BA65,carbasalate calcium combinations excl. psycholeptics,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BA,Salicylic acid and derivatives,0
2752,J05AX25,baloxavir marboxil,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AX,Other antivirals,1
106,A02BX02,sucralfate,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),1
143,A03AB12,mepenzolate,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",1
4380,R01AC01,cromoglicic acid,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AC,"Antiallergic agents, excl. corticosteroids",1
3631,N01BB20,combinations,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01B,"ANESTHETICS, LOCAL",N01BB,Amides,0
602,A14AA02,stanozolol,A,ALIMENTARY TRACT AND METABOLISM,A14,ANABOLIC AGENTS FOR SYSTEMIC USE,A14A,ANABOLIC STEROIDS,A14AA,Androstan derivatives,1
533,A11CA01,retinol (vit A),A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CA,"Vitamin A, plain",1
3799,N03AB52,"phenytoin, combinations",N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AB,Hydantoin derivatives,1
4246,P01AR53,"glycobiarsol, combinations",P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AR,Arsenic compounds,1
4094,N06AF06,iproclozide,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AF,"Monoamine oxidase inhibitors, non-selective",1
964,C01CA04,dopamine,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic agents,1
4140,N06BC01,caffeine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BC,Xanthine derivatives,1
7,A01AB02,hydrogen peroxide,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,1
353,A07BC03,crospovidone,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BC,Other intestinal adsorbents,1
4072,N06AA14,melitracen,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,1
4911,S01EX02,dapiprazole,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EX,Other antiglaucoma preparations,1
2009,G02CB02,lisuride,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CB,Prolactine inhibitors,1
2786,J06BC04,obiltoxaximab,J,ANTIINFECTIVES FOR SYSTEMIC USE,J06,IMMUNE SERA AND IMMUNOGLOBULINS,J06B,IMMUNOGLOBULINS,J06BC,Antibacterial monoclonal antibodies,1
2908,L01AD07,ranimustine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AD,Nitrosoureas,1
1297,C07AA12,nadolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective",1
3278,L04AA29,tofacitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,1
2757,J05AX31,lenacapavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AX,Other antivirals,1
1258,C05AE01,glyceryl trinitrate,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AE,Muscle relaxants,1
1182,C03CC01,etacrynic acid,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03C,HIGH-CEILING DIURETICS,C03CC,Aryloxyacetic acid derivatives,1
4597,R05CB03,carbocisteine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CB,Mucolytics,1
5164,V04CH04,alsactide,V,VARIOUS,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS,V04CH,Tests for renal function and ureteral injuries,1
3243,L03AX02,roquinimex,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AX,Other immunostimulants,1
5249,V09AX01,indium (111In) pentetic acid,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09A,CENTRAL NERVOUS SYSTEM,V09AX,Other central nervous system diagnostic radiopharmaceuticals,0
4710,R06AX03,thenalidine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use,1
1059,C02AA01,rescinnamine,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02A,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02AA,Rauwolfia alkaloids,1
3562,M05BX07,vosoritide,M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BX,Other drugs affecting bone structure and mineralization,1
4847,S01BC08,salicylic acid,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BC,"Antiinflammatory agents, non-steroids",1
1098,C02KA01,veratrum,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KA,"Alkaloids, excl. rauwolfia",0
3115,L01XF01,tretinoin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XF,Retinoids for cancer treatment,1
4104,N06AX08,bifemelane,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AX,Other antidepressants,1
2732,J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AR,"Antivirals for treatment of HIV infections, combinations",4
1876,D10AF04,meclocycline,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AF,Antiinfectives for treatment of acne,1
4017,N05CD08,midazolam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivatives,1
4786,S01AB02,sulfafurazole,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AB,Sulfonamides,1
1517,C10BA03,pravastatin and fenofibrate,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,2
1516,C10BA02,simvastatin and ezetimibe,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,2
693,B01AC04,clopidogrel,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,1
5144,V04CC03,sincalide,V,VARIOUS,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS,V04CC,Tests for bile duct patency,1
4618,R05DA10,thebacon,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DA,Opium alkaloids and derivatives,1
3706,N02BA06,salsalate,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BA,Salicylic acid and derivatives,1
3595,N01AF03,thiopental,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AF,"Barbiturates, plain",1
4263,P01BB01,proguanil,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BB,Biguanides,1
1072,C02AC02,guanfacine,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02A,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02AC,Imidazoline receptor agonists,1
3292,L04AA44,upadacitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,1
1034,C01DX21,serelaxin,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DX,Other vasodilators used in cardiac diseases,0
3307,L04AA59,avacopan,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,1
4376,R01AB05,ephedrine,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AB,"Sympathomimetics, combinations excl. corticosteroids",1
4391,R01AD03,dexamethasone,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AD,Corticosteroids,1
3166,L01XX59,enasidenib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,1
3101,L01FX22,loncastuximab tesirine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,1
1794,D08AC05,polihexanide,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AC,Biguanides and amidines,1
4476,R03AK02,isoprenaline and other drugs for obstructive airway diseases,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",1
1184,C03CD01,muzolimine,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03C,HIGH-CEILING DIURETICS,C03CD,Pyrazolone derivatives,1
2291,H03BX02,dibromotyrosine,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BX,Other antithyroid preparations,1
4083,N06AB05,paroxetine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AB,Selective serotonin reuptake inhibitors,1
185,A03BB05,cimetropium bromide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",1
5084,V03AB19,physostigmine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
3231,L03AB10,peginterferon alfa-2b,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,1
4792,S01AD03,aciclovir,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AD,Antivirals,1
5096,V03AB33,hydroxocobalamin,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
1286,C05CA53,"diosmin, combinations",C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids,1
872,B05CX02,sorbitol,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,IRRIGATING SOLUTIONS,B05CX,Other irrigating solutions,1
684,B01AB08,reviparin,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AB,Heparin group,0
2564,J01XC01,fusidic acid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XC,Steroid antibacterials,1
4299,P02BA01,praziquantel,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02B,ANTITREMATODALS,P02BA,Quinoline derivatives and related substances,1
186,A03BB06,homatropine methylbromide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",1
3052,L01FA01,rituximab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FA,CD20 (Clusters of Differentiation 20) inhibitors,1
3343,L04AX04,lenalidomide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AX,Other immunosuppressants,1
3183,L02AB01,megestrol,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AB,Progestogens,1
389,A08AA03,amfepramone,A,ALIMENTARY TRACT AND METABOLISM,A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08AA,Centrally acting antiobesity products,1
3732,N02BB53,"aminophenazone, combinations excl. psycholeptics",N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,1
22,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,1
1150,C03AB07,cyclopenthiazide and potassium,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03A,"LOW-CEILING DIURETICS, THIAZIDES",C03AB,Thiazides and potassium in combination,1
1615,D03AX03,dexpanthenol,D,DERMATOLOGICALS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03A,CICATRIZANTS,D03AX,Other cicatrizants,1
810,B03AE01,"iron, vitamin B12 and folic acid",B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AE,Iron in other combinations,3
3886,N05AB03,perphenazine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,1
2725,J05AR15,atazanavir and cobicistat,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AR,"Antivirals for treatment of HIV infections, combinations",2
953,C01BD03,bunaftine,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BD,"Antiarrhythmics, class III",1
4336,P03AC03,phenothrin,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AC,"Pyrethrines, incl. synthetic compounds",1
2680,J05AG04,etravirine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AG,Non-nucleoside reverse transcriptase inhibitors,1
1205,C03XA01,tolvaptan,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03X,OTHER DIURETICS,C03XA,Vasopressin antagonists,1
4254,P01AX09,dehydroemetine,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,1
2959,L01DB03,epirubicin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01DB,Anthracyclines and related substances,1
4817,S01AX14,dibrompropamidine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AX,Other antiinfectives,1
3524,M04AA01,allopurinol,M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AA,Preparations inhibiting uric acid production,1
4475,R03AK01,epinephrine and other drugs for obstructive airway diseases,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",1
3724,N02BA79,"dipyrocetyl, combinations with psycholeptics",N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BA,Salicylic acid and derivatives,1
423,A10AC03,insulin (pork),A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10A,INSULINS AND ANALOGUES,A10AC,"Insulins and analogues for injection, intermediate-acting",1
1716,D07AB04,fluocortin,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROIDS, PLAIN",D07AB,"Corticosteroids, moderately potent (group II)",1
1226,C04AX01,cyclandelate,C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,1
764,B02BD03,factor VIII inhibitor bypassing activity,B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,0
4446,R02AD01,benzocaine,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AD,"Anesthetics, local",1
1241,C04AX32,fasudil,C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,1
2205,G04CA03,terazosin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists,1
3429,M01BA01,phenylbutazone and corticosteroids,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01B,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,1
2145,G03GA08,choriogonadotropin alfa,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,1
2516,J01MA08,fleroxacin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01M,QUINOLONE ANTIBACTERIALS,J01MA,Fluoroquinolones,1
4787,S01AB03,sulfadicramide,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AB,Sulfonamides,1
3139,L01XL05,ciltacabtagene autoleucel,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XL,Antineoplastic cell and gene therapy,0
1953,G01AD03,ascorbic acid,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AD,Organic acids,1
3095,L01FX16,oportuzumab monatox,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,0
5304,V09GX02,indium (111In) imciromab,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09G,CARDIOVASCULAR SYSTEM,V09GX,Other cardiovascular system diagnostic radiopharmaceuticals,0
5272,V09DA04,technetium (99mTc) mebrofenin,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09D,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM,V09DA,Technetium (99mTc) compounds,0
1168,C03BB02,quinethazone and potassium,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03BB,Sulfonamides and potassium in combination,1
3400,M01AE56,naproxen and misoprostol,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,2
2447,J01EB03,sulfadimidine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EB,Short-acting sulfonamides,1
4673,R06AB06,dexbrompheniramine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines,1
